Step,Action,Node,QueueState,VisitedSet
94,Enqueue,83,"[80, 19, 46, 87, 51, 4, 28, 33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 87, 88, 91, 92, 96, 97, 98]"
95,Dequeue,80,"[19, 46, 87, 51, 4, 28, 33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 87, 88, 91, 92, 96, 97, 98]"
96,Dequeue,19,"[46, 87, 51, 4, 28, 33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 87, 88, 91, 92, 96, 97, 98]"
97,Enqueue,84,"[46, 87, 51, 4, 28, 33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
98,Dequeue,46,"[87, 51, 4, 28, 33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
99,Dequeue,87,"[51, 4, 28, 33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
100,Dequeue,51,"[4, 28, 33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
101,Dequeue,4,"[28, 33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
102,Enqueue,22,"[28, 33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
103,Dequeue,28,"[33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
104,Enqueue,71,"[33, 56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
105,Dequeue,33,"[56, 60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
106,Dequeue,56,"[60, 64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
107,Dequeue,60,"[64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 91, 92, 96, 97, 98]"
108,Enqueue,89,"[64, 47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
109,Dequeue,64,"[47, 35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
110,Dequeue,47,"[35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
111,Enqueue,31,"[35, 48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
112,Dequeue,35,"[48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
113,Enqueue,63,"[48, 53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31, 63]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
114,Dequeue,48,"[53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31, 63]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
115,Enqueue,24,"[53, 62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31, 63, 24]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
116,Dequeue,53,"[62, 68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31, 63, 24]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
117,Dequeue,62,"[68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31, 63, 24]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 96, 97, 98]"
118,Enqueue,93,"[68, 18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31, 63, 24, 93]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
119,Dequeue,68,"[18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31, 63, 24, 93]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
120,Enqueue,73,"[18, 77, 66, 88, 78, 83, 84, 22, 71, 89, 31, 63, 24, 93, 73]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
121,Dequeue,18,"[77, 66, 88, 78, 83, 84, 22, 71, 89, 31, 63, 24, 93, 73]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
122,Dequeue,77,"[66, 88, 78, 83, 84, 22, 71, 89, 31, 63, 24, 93, 73]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
123,Enqueue,44,"[66, 88, 78, 83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
124,Dequeue,66,"[88, 78, 83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44]","[0, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
125,Enqueue,3,"[88, 78, 83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3]","[0, 3, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
126,Enqueue,2,"[88, 78, 83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
127,Dequeue,88,"[78, 83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
128,Dequeue,78,"[83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
129,Enqueue,15,"[83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2, 15]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 17, 18, 19, 22, 23, 24, 26, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
130,Enqueue,27,"[83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2, 15, 27]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
131,Enqueue,16,"[83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 96, 97, 98]"
132,Enqueue,95,"[83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 95, 96, 97, 98]"
133,Enqueue,94,"[83, 84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
134,Dequeue,83,"[84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
135,Enqueue,37,"[84, 22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
136,Dequeue,84,"[22, 71, 89, 31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
137,Dequeue,22,"[71, 89, 31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
138,Dequeue,71,"[89, 31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
139,Dequeue,89,"[31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
140,Enqueue,45,"[31, 63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94, 37, 45]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
141,Dequeue,31,"[63, 24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94, 37, 45]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
142,Dequeue,63,"[24, 93, 73, 44, 3, 2, 15, 27, 16, 95, 94, 37, 45]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
143,Dequeue,24,"[93, 73, 44, 3, 2, 15, 27, 16, 95, 94, 37, 45]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
144,Dequeue,93,"[73, 44, 3, 2, 15, 27, 16, 95, 94, 37, 45]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
145,Enqueue,74,"[73, 44, 3, 2, 15, 27, 16, 95, 94, 37, 45, 74]","[0, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 46, 47, 48, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
