Step,Action,Node,QueueState,VisitedSet
95,Dequeue,70,"[75, 96, 80, 54, 24, 2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26]","[0, 2, 3, 4, 5, 8, 10, 12, 13, 15, 16, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 73, 74, 75, 76, 78, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
96,Dequeue,75,"[96, 80, 54, 24, 2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26]","[0, 2, 3, 4, 5, 8, 10, 12, 13, 15, 16, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 73, 74, 75, 76, 78, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
97,Enqueue,7,"[96, 80, 54, 24, 2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 73, 74, 75, 76, 78, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
98,Dequeue,96,"[80, 54, 24, 2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 73, 74, 75, 76, 78, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
99,Enqueue,18,"[80, 54, 24, 2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 73, 74, 75, 76, 78, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
100,Enqueue,72,"[80, 54, 24, 2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
101,Dequeue,80,"[54, 24, 2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
102,Dequeue,54,"[24, 2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
103,Enqueue,79,"[24, 2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
104,Dequeue,24,"[2, 3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
105,Dequeue,2,"[3, 4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
106,Dequeue,3,"[4, 0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
107,Dequeue,4,"[0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
108,Enqueue,22,"[0, 33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79, 22]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
109,Dequeue,0,"[33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79, 22]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 85, 88, 92, 93, 94, 95, 96, 98]"
110,Enqueue,83,"[33, 56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 83, 85, 88, 92, 93, 94, 95, 96, 98]"
111,Dequeue,33,"[56, 60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 83, 85, 88, 92, 93, 94, 95, 96, 98]"
112,Dequeue,56,"[60, 64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 83, 85, 88, 92, 93, 94, 95, 96, 98]"
113,Dequeue,60,"[64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 83, 85, 88, 92, 93, 94, 95, 96, 98]"
114,Enqueue,89,"[64, 98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83, 89]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
115,Dequeue,64,"[98, 44, 13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83, 89]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
116,Dequeue,98,"[44, 13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83, 89]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
117,Dequeue,44,"[13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83, 89]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
118,Enqueue,77,"[13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83, 89, 77]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
119,Enqueue,55,"[13, 31, 5, 38, 26, 7, 18, 72, 79, 22, 83, 89, 77, 55]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
120,Dequeue,13,"[31, 5, 38, 26, 7, 18, 72, 79, 22, 83, 89, 77, 55]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
121,Dequeue,31,"[5, 38, 26, 7, 18, 72, 79, 22, 83, 89, 77, 55]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
122,Enqueue,45,"[5, 38, 26, 7, 18, 72, 79, 22, 83, 89, 77, 55, 45]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
123,Dequeue,5,"[38, 26, 7, 18, 72, 79, 22, 83, 89, 77, 55, 45]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
124,Dequeue,38,"[26, 7, 18, 72, 79, 22, 83, 89, 77, 55, 45]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
125,Dequeue,26,"[7, 18, 72, 79, 22, 83, 89, 77, 55, 45]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
126,Enqueue,61,"[7, 18, 72, 79, 22, 83, 89, 77, 55, 45, 61]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 92, 93, 94, 95, 96, 98]"
127,Enqueue,91,"[7, 18, 72, 79, 22, 83, 89, 77, 55, 45, 61, 91]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 98]"
128,Dequeue,7,"[18, 72, 79, 22, 83, 89, 77, 55, 45, 61, 91]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 98]"
129,Enqueue,97,"[18, 72, 79, 22, 83, 89, 77, 55, 45, 61, 91, 97]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
130,Dequeue,18,"[72, 79, 22, 83, 89, 77, 55, 45, 61, 91, 97]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
131,Dequeue,72,"[79, 22, 83, 89, 77, 55, 45, 61, 91, 97]","[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
132,Enqueue,6,"[79, 22, 83, 89, 77, 55, 45, 61, 91, 97, 6]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
133,Enqueue,43,"[79, 22, 83, 89, 77, 55, 45, 61, 91, 97, 6, 43]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
134,Dequeue,79,"[22, 83, 89, 77, 55, 45, 61, 91, 97, 6, 43]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
135,Enqueue,17,"[22, 83, 89, 77, 55, 45, 61, 91, 97, 6, 43, 17]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
136,Enqueue,40,"[22, 83, 89, 77, 55, 45, 61, 91, 97, 6, 43, 17, 40]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
137,Enqueue,82,"[22, 83, 89, 77, 55, 45, 61, 91, 97, 6, 43, 17, 40, 82]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
138,Dequeue,22,"[83, 89, 77, 55, 45, 61, 91, 97, 6, 43, 17, 40, 82]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
139,Dequeue,83,"[89, 77, 55, 45, 61, 91, 97, 6, 43, 17, 40, 82]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
140,Enqueue,37,"[89, 77, 55, 45, 61, 91, 97, 6, 43, 17, 40, 82, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
141,Dequeue,89,"[77, 55, 45, 61, 91, 97, 6, 43, 17, 40, 82, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
142,Dequeue,77,"[55, 45, 61, 91, 97, 6, 43, 17, 40, 82, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
143,Dequeue,55,"[45, 61, 91, 97, 6, 43, 17, 40, 82, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
144,Dequeue,45,"[61, 91, 97, 6, 43, 17, 40, 82, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
145,Dequeue,61,"[91, 97, 6, 43, 17, 40, 82, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
146,Dequeue,91,"[97, 6, 43, 17, 40, 82, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
147,Dequeue,97,"[6, 43, 17, 40, 82, 37]","[0, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 47, 48, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]"
